"","GH","GA","scorer","time","scoring","game","league","covid","cens"
"31138",1,0,"Santiago Paiva",43,"Cerro Largo","Cerro Largo v. Villa Española 3:1","Uruguai","Depois",0
"11044",1,0,"Ángelo Gabrielli",26,"Liverpool","Liverpool v. CA Cerro 1:1","Uruguai","Antes",0
"31039",1,0,"Pablo Adorno",50,"Boston River","Boston River v. River Plate 2:3","Uruguai","Antes",0
"8148",1,0,"Gabriel Fernández",2,"Peñarol","Peñarol v. Racing 1:1","Uruguai","Antes",0
"10144",1,0,"Santiago Barboza",3,"Atenas","Atenas v. Defensor Sporting 2:5","Uruguai","Antes",0
"17144",1,0,"Carlos Grossmüller",6,"Danubio","Danubio v. Progreso 2:2","Uruguai","Antes",0
"21143",1,0,"Gonzalo Rizzo",64,"Rampla Juniors","Rampla Juniors v. Fénix 1:0","Uruguai","Antes",0
"22143",0,1,"Gonzalo Sena",15,"Torque","Nacional v. Torque 3:2","Uruguai","Antes",1
"27141",1,0,"Gastón Colmán",49,"Progreso","Progreso v. Torque 3:1","Uruguai","Antes",0
"31139",0,1,"Pablo Ceppelini",25,"Danubio","Defensor Sporting v. Danubio 1:2","Uruguai","Antes",1
"34138",1,0,"Sebastián Fernández",54,"Nacional","Nacional v. Rampla Juniors 2:1","Uruguai","Antes",0
"37134",0,1,"Leonardo Fernández",40,"Fénix","CA Cerro v. Fénix 0:5","Uruguai","Antes",1
"42131",NA,NA,NA,90,NA,"Racing v. Atenas 0:0","Uruguai","Antes",0
"43130",0,1,"Cristian Rodríguez",41,"Peñarol","River Plate v. Peñarol 0:1","Uruguai","Antes",1
"44130",1,0,"Federico Barrandeguy",17,"Montevideo Wanderers","Montevideo Wanderers v. Boston River 3:1","Uruguai","Antes",0
"48127",0,1,"Mauro Da Luz",23,"River Plate","Atenas v. River Plate 1:1","Uruguai","Antes",1
"50126",1,0,"Carlos Grossmüller",39,"Danubio","Danubio v. Racing 1:1","Uruguai","Antes",0
"52125",1,0,"Fabián Estoyanoff",20,"Peñarol","Peñarol v. Montevideo Wanderers 3:0","Uruguai","Antes",0
"55124",1,0,"Diego Coelho",43,"Boston River","Boston River v. Liverpool 1:0","Uruguai","Antes",0
"56124",0,1,"Gastón Colmán",67,"Progreso","Rampla Juniors v. Progreso 1:2","Uruguai","Antes",1
"59124",0,1,"Sebastián Fernández",15,"Nacional","Fénix v. Nacional 0:3","Uruguai","Antes",1
"62124",NA,NA,NA,90,NA,"Torque v. Defensor Sporting 0:0","Uruguai","Antes",0
"63124",1,0,"Franco López",3,"CA Cerro","CA Cerro v. Nacional 1:2","Uruguai","Antes",0
"66124",0,1,"Mauricio Gómez",65,"Torque","Racing v. Torque 0:1","Uruguai","Antes",1
"67124",0,1,"Santiago Barboza",5,"Atenas","Montevideo Wanderers v. Atenas 2:2","Uruguai","Antes",1
"71123",1,0,"Ignacio Lemmo",90,"Progreso","Progreso v. Fénix 1:0","Uruguai","Antes",0
"72123",1,0,"Santiago Carrera",41,"Defensor Sporting","Defensor Sporting v. Rampla Juniors 2:2","Uruguai","Antes",0
"7635",0,1,"Agustín Navarro",68,"Danubio","River Plate v. Danubio 1:2","Uruguai","Antes",1
"7935",0,1,"Gabriel Fernández",20,"Peñarol","Liverpool v. Peñarol 2:4","Uruguai","Antes",1
"8532",0,1,"Ignacio Ramírez",6,"Liverpool","Atenas v. Liverpool 0:1","Uruguai","Antes",1
"8632",0,1,"Rodrigo Pastorini",20,"Montevideo Wanderers","Danubio v. Montevideo Wanderers 2:2","Uruguai","Antes",1
"9032",0,1,"Luis Acevedo",1,"CA Cerro","Boston River v. CA Cerro 2:3","Uruguai","Antes",1
"9532",1,0,"Facundo Mallo",26,"Torque","Torque v. River Plate 3:0","Uruguai","Antes",0
"10032",1,0,"Bryan Olivera",24,"Fénix","Fénix v. Defensor Sporting 1:2","Uruguai","Antes",0
"10332",1,0,"Leandro Barcia",25,"Nacional","Nacional v. Progreso 1:0","Uruguai","Antes",0
"10432",1,0,"Nicolás González",10,"CA Cerro","CA Cerro v. Progreso 5:2","Uruguai","Antes",0
"11145",0,1,"Leonardo Fernández",65,"Fénix","Racing v. Fénix 2:1","Uruguai","Antes",1
"11432",0,1,"Gabriel Fernández",56,"Peñarol","Boston River v. Peñarol 1:2","Uruguai","Antes",1
"11732",1,0,"Matías Jones",38,"River Plate","River Plate v. Rampla Juniors 3:4","Uruguai","Antes",0
"12432",1,0,"Manuel Castro",50,"Montevideo Wanderers","Montevideo Wanderers v. Torque 1:0","Uruguai","Antes",0
"12532",1,0,"Ignacio Ramírez",11,"Liverpool","Liverpool v. Danubio 3:0","Uruguai","Antes",0
"12832",1,0,"Matías Santos",42,"Defensor Sporting","Defensor Sporting v. Nacional 2:0","Uruguai","Antes",0
"13032",0,1,"Sergio Blanco",90,"Montevideo Wanderers","Rampla Juniors v. Montevideo Wanderers 0:1","Uruguai","Antes",1
"13145",0,1,"Juan Manuel Olivera",15,"River Plate","Fénix v. River Plate 1:3","Uruguai","Antes",1
"13532",1,0,"Rafael García",52,"Nacional","Nacional v. Racing 1:0","Uruguai","Antes",0
"13632",1,0,"Santiago Barboza",57,"Atenas","Atenas v. Boston River 1:0","Uruguai","Antes",0
"13732",0,1,"Ángelo Gabrielli",2,"Liverpool","Torque v. Liverpool 2:2","Uruguai","Antes",1
"14145",NA,NA,NA,90,NA,"Progreso v. Defensor Sporting 0:0","Uruguai","Antes",0
"14232",0,1,"Luis Acevedo",43,"CA Cerro","Peñarol v. CA Cerro 3:2","Uruguai","Antes",1
"14732",1,0,"Leandro Paiva",33,"CA Cerro","CA Cerro v. Defensor Sporting 1:1","Uruguai","Antes",0
"14932",1,0,"Gabriel Fernández",17,"Peñarol","Peñarol v. Atenas 2:0","Uruguai","Antes",0
"15145",0,1,"Nicolás Olivera",26,"Fénix","Montevideo Wanderers v. Fénix 1:1","Uruguai","Antes",1
"15332",1,0,"Pablo Lacoste",16,"Racing","Racing v. Progreso 2:0","Uruguai","Antes",0
"15532",NA,NA,NA,90,NA,"River Plate v. Nacional 0:0","Uruguai","Antes",0
"15632",1,0,"Cristian Sención",23,"Liverpool","Liverpool v. Rampla Juniors 2:0","Uruguai","Antes",0
"15832",NA,NA,NA,90,NA,"Boston River v. Danubio 0:0","Uruguai","Antes",0
"15932",0,1,"Diego Coelho",14,"Boston River","Torque v. Boston River 3:2","Uruguai","Antes",1
"16432",0,1,"Nicolás Albarracín",63,"Montevideo Wanderers","Nacional v. Montevideo Wanderers 1:3","Uruguai","Antes",1
"16832",0,1,"Aníbal Hernández",78,"CA Cerro","Atenas v. CA Cerro 0:1","Uruguai","Antes",1
"16932",0,1,"Gabriel Fernández",59,"Peñarol","Danubio v. Peñarol 0:2","Uruguai","Antes",1
"17145",NA,NA,NA,90,NA,"Fénix v. Liverpool 0:0","Uruguai","Antes",0
"17232",1,0,"Facundo Labandeira",48,"Progreso","Progreso v. River Plate 2:2","Uruguai","Antes",0
"17632",0,1,"Ányelo Rodríguez",44,"Racing","Defensor Sporting v. Racing 2:1","Uruguai","Antes",1
"17932",NA,NA,NA,90,NA,"Atenas v. Danubio 0:0","Uruguai","Antes",0
"18032",0,1,"Pablo Lacoste",6,"Racing","CA Cerro v. Racing 1:2","Uruguai","Antes",1
"18332",1,0,"Juan Manuel Olivera",26,"River Plate","River Plate v. Defensor Sporting 3:2","Uruguai","Antes",0
"18831",NA,NA,NA,90,NA,"Boston River v. Rampla Juniors 0:0","Uruguai","Antes",0
"18931",1,0,"Gabriel Fernández",40,"Peñarol","Peñarol v. Torque 1:1","Uruguai","Antes",0
"19144",1,0,"Manuel Castro",27,"Montevideo Wanderers","Montevideo Wanderers v. Progreso 3:2","Uruguai","Antes",0
"19631",0,1,"Alfonso Espino",19,"Nacional","Liverpool v. Nacional 1:2","Uruguai","Antes",1
"19931",0,1,"José Álvarez",6,"Atenas","Torque v. Atenas 1:1","Uruguai","Antes",1
"20144",1,0,"Gonzalo Castillo",33,"Progreso","Progreso v. Liverpool 1:1","Uruguai","Antes",0
"20331",1,0,"Álvaro Navarro",50,"Defensor Sporting","Defensor Sporting v. Montevideo Wanderers 3:0","Uruguai","Antes",0
"20631",NA,NA,NA,90,NA,"Danubio v. CA Cerro 0:0","Uruguai","Antes",0
"20731",0,1,"Robert Ergas",10,"Boston River","Fénix v. Boston River 2:1","Uruguai","Antes",1
"21044",1,0,"Jesús Trindade",36,"Racing","Racing v. River Plate 2:1","Uruguai","Antes",0
"21331",1,0,"Matías Cóccaro",45,"Rampla Juniors","Rampla Juniors v. Peñarol 1:0","Uruguai","Antes",0
"21431",1,0,"Darwin Núñez",8,"Peñarol","Peñarol v. Fénix 2:0","Uruguai","Antes",0
"21631",1,0,"Lucas Rodríguez",49,"Atenas","Atenas v. Rampla Juniors 2:2","Uruguai","Antes",0
"22031",1,0,"Cristian Souza",33,"Liverpool","Liverpool v. Defensor Sporting 2:1","Uruguai","Antes",0
"22331",1,0,"Franco López",10,"CA Cerro","CA Cerro v. River Plate 4:2","Uruguai","Antes",0
"22931",0,1,"Axel Müller",17,"Racing","Montevideo Wanderers v. Racing 1:2","Uruguai","Antes",1
"23230",1,0,"Carlos Grossmüller",40,"Danubio","Danubio v. Torque 3:1","Uruguai","Antes",0
"23630",1,0,"Robert Ergas",90,"Boston River","Boston River v. Nacional 1:0","Uruguai","Antes",0
"23930",0,1,"Federico Castellanos",75,"Atenas","Fénix v. Atenas 2:1","Uruguai","Antes",1
"24229",NA,NA,NA,90,NA,"Torque v. CA Cerro 0:0","Uruguai","Antes",0
"24529",1,0,"Ángel Cayetano",7,"Racing","Racing v. Liverpool 1:1","Uruguai","Antes",0
"24729",0,1,"Nicolás Albarracín",22,"Montevideo Wanderers","River Plate v. Montevideo Wanderers 0:5","Uruguai","Antes",1
"25229",NA,NA,NA,90,NA,"Torque v. Rampla Juniors 0:0","Uruguai","Antes",0
"25429",1,0,"Federico Rodríguez",30,"Danubio","Danubio v. Fénix 1:1","Uruguai","Antes",0
"25829",0,1,"Maximiliano Calzada",31,"River Plate","Liverpool v. River Plate 4:1","Uruguai","Antes",1
"26329",1,0,"Diego Coelho",26,"Boston River","Boston River v. Defensor Sporting 3:1","Uruguai","Antes",0
"26729",1,0,"Federico Castellanos",26,"Atenas","Atenas v. Nacional 2:2","Uruguai","Antes",0
"27142",1,0,"Mathías Acuña",17,"Fénix","Fénix v. Torque 2:1","Uruguai","Antes",0
"27429",1,0,"Ignacio Lemmo",13,"Progreso","Progreso v. Atenas 5:0","Uruguai","Antes",0
"27929",0,1,"Darwin Torres",3,"CA Cerro","Rampla Juniors v. CA Cerro 2:2","Uruguai","Antes",1
"28329",1,0,"Sebastián Fernández",53,"Nacional","Nacional v. Danubio 1:0","Uruguai","Antes",0
"28429",1,0,"Martín Correa",20,"Defensor Sporting","Defensor Sporting v. Peñarol 1:2","Uruguai","Antes",0
"28729",1,0,"Pablo Lacoste",34,"Racing","Racing v. Boston River 3:0","Uruguai","Antes",0
"29029",1,0,"Sebastián Gorga",17,"Montevideo Wanderers","Montevideo Wanderers v. Liverpool 3:2","Uruguai","Antes",0
"11046",1,0,"José Tancredi",66,"CA Cerro","CA Cerro v. Racing 1:0","Uruguai","Antes",0
"21045",1,0,"Emiliano Mozzone",23,"Fénix","Fénix v. Juventud de Las Piedras 2:2","Uruguai","Antes",0
"61025",1,0,"Matías Alonso",6,"River Plate","River Plate v. Montevideo Wanderers 3:1","Uruguai","Antes",0
"10146",1,0,"Cristian Rodríguez",38,"Peñarol","Peñarol v. Defensor Sporting 1:0","Uruguai","Antes",0
"11146",0,1,"Adolfo Lima",13,"Cerro Largo","Danubio v. Cerro Largo 1:2","Uruguai","Antes",1
"14146",1,0,"Álvaro Fernández",57,"Plaza Colonia","Plaza Colonia v. Boston River 1:0","Uruguai","Antes",0
"15146",1,0,"Agustín González",8,"Progreso","Progreso v. Rampla Juniors 2:2","Uruguai","Antes",0
"19145",1,0,"Armando Méndez",4,"Nacional","Nacional v. Liverpool 4:1","Uruguai","Antes",0
"24144",0,1,"Mathias Riquero",22,"Progreso","Juventud de Las Piedras v. Progreso 1:2","Uruguai","Antes",1
"27143",1,0,"Michel Araújo",28,"Racing","Racing v. River Plate 1:1","Uruguai","Antes",0
"29143",0,1,"Mauricio Gómez",4,"Defensor Sporting","Cerro Largo v. Defensor Sporting 1:4","Uruguai","Antes",1
"34139",0,1,"Enzo Martínez",39,"Peñarol","Rampla Juniors v. Peñarol 1:2","Uruguai","Antes",1
"37135",0,1,"Maureen Franco",2,"CA Cerro","Boston River v. CA Cerro 2:2","Uruguai","Antes",1
"41132",0,1,"Cecilio Waterman",80,"Plaza Colonia","Danubio v. Plaza Colonia 0:1","Uruguai","Antes",1
"42132",1,0,"Federico Martínez",13,"Liverpool","Liverpool v. Fénix 1:1","Uruguai","Antes",0
"44131",0,1,"Brian Ocampo",10,"Nacional","Montevideo Wanderers v. Nacional 0:1","Uruguai","Antes",1
"45131",1,0,"José Varela",16,"Juventud de Las Piedras","Juventud de Las Piedras v. Peñarol 1:1","Uruguai","Antes",0
"47129",1,0,"Gastón Álvarez",45,"Defensor Sporting","Defensor Sporting v. Rampla Juniors 1:0","Uruguai","Antes",0
"48128",0,1,"Briam Acosta",90,"Danubio","CA Cerro v. Danubio 0:1","Uruguai","Antes",1
"49128",0,1,"Matías Castro",1,"Montevideo Wanderers","Fénix v. Montevideo Wanderers 3:3","Uruguai","Antes",1
"55125",1,0,"Cecilio Waterman",66,"Plaza Colonia","Plaza Colonia v. Cerro Largo 1:0","Uruguai","Antes",0
"56125",1,0,"Agustín González",60,"Progreso","Progreso v. Liverpool 2:1","Uruguai","Antes",0
"59125",0,1,"Facundo Rodríguez",9,"Boston River","River Plate v. Boston River 1:4","Uruguai","Antes",1
"64125",1,0,"Matías Viña",8,"Nacional","Nacional v. Racing 3:0","Uruguai","Antes",0
"67125",0,1,"Felipe Carballo",42,"Nacional","Boston River v. Nacional 0:2","Uruguai","Antes",1
"69125",1,0,"Tomás Fernández",14,"Cerro Largo","Cerro Largo v. Rampla Juniors 5:1","Uruguai","Antes",0
"7536",1,0,"Santiago Paiva",8,"Danubio","Danubio v. River Plate 1:1","Uruguai","Antes",0
"7736",1,0,"Liber Quiñones",9,"Racing","Racing v. Fénix 4:1","Uruguai","Antes",0
"8233",0,1,"Agustín González",42,"Progreso","Montevideo Wanderers v. Progreso 0:1","Uruguai","Antes",1
"8333",0,1,"Álvaro González",9,"Defensor Sporting","Juventud de Las Piedras v. Defensor Sporting 1:3","Uruguai","Antes",1
"8733",1,0,"Franco Romero",87,"Liverpool","Liverpool v. Peñarol 1:0","Uruguai","Antes",0
"8833",1,0,"Cecilio Waterman",61,"Plaza Colonia","Plaza Colonia v. CA Cerro 1:0","Uruguai","Antes",0
"8933",0,1,"Bruno Foliados",34,"Boston River","Fénix v. Boston River 1:2","Uruguai","Antes",1
"9233",1,0,"Alexander Rosso",21,"Progreso","Progreso v. Racing 2:1","Uruguai","Antes",0
"9533",NA,NA,NA,90,NA,"River Plate v. Plaza Colonia 0:0","Uruguai","Antes",0
"9733",0,1,"Washington Aguerre",24,"Cerro Largo","CA Cerro v. Cerro Largo 0:2","Uruguai","Antes",1
"9933",0,1,"Juan Pintado",31,"Juventud de Las Piedras","Rampla Juniors v. Juventud de Las Piedras 1:3","Uruguai","Antes",1
"10333",NA,NA,NA,90,NA,"Defensor Sporting v. Liverpool 0:0","Uruguai","Antes",0
"10433",1,0,"Lucas Viatri",64,"Peñarol","Peñarol v. Montevideo Wanderers 1:0","Uruguai","Antes",0
"10533",1,0,"Facundo Rodríguez",46,"Boston River","Boston River v. Progreso 1:1","Uruguai","Antes",0
"10733",1,0,"Santiago Viera",15,"CA Cerro","CA Cerro v. River Plate 3:2","Uruguai","Antes",0
"11233",1,0,"Jonathan dos Santos",46,"Cerro Largo","Cerro Largo v. Juventud de Las Piedras 2:0","Uruguai","Antes",0
"11633",0,1,"Gonzalo Bergessio",14,"Nacional","Plaza Colonia v. Nacional 0:2","Uruguai","Antes",1
"11833",1,0,"Hernán Figueredo",75,"Liverpool","Liverpool v. Rampla Juniors 1:0","Uruguai","Antes",0
"11933",1,0,"Nicolás Sosa",8,"Racing","Racing v. Peñarol 3:3","Uruguai","Antes",0
"12533",1,0,"Jonathan Barboza",16,"Montevideo Wanderers","Montevideo Wanderers v. Defensor Sporting 2:0","Uruguai","Antes",0
"12733",0,1,"Haibrany Ruíz Diaz",64,"Plaza Colonia","Fénix v. Plaza Colonia 0:2","Uruguai","Antes",1
"12933",0,1,"Nicolás Pantaleone",45,"Danubio","Progreso v. Danubio 2:1","Uruguai","Antes",1
"13233",1,0,"Brian Ocampo",5,"Nacional","Nacional v. CA Cerro 2:0","Uruguai","Antes",0
"13433",1,0,"Ignacio Laquintana",27,"Defensor Sporting","Defensor Sporting v. Racing 4:0","Uruguai","Antes",0
"13833",NA,NA,NA,90,NA,"Juventud de Las Piedras v. Liverpool 0:0","Uruguai","Antes",0
"13933",1,0,"Adrián Colombino",21,"Rampla Juniors","Rampla Juniors v. Montevideo Wanderers 1:1","Uruguai","Antes",0
"14147",1,0,"Gonzalo Viera",33,"River Plate","River Plate v. Cerro Largo 3:2","Uruguai","Antes",0
"14633",1,0,"Cristian Rodríguez",60,"Peñarol","Peñarol v. Boston River 1:0","Uruguai","Antes",0
"14733",1,0,"Nahuel Roldán",87,"CA Cerro","CA Cerro v. Fénix 1:0","Uruguai","Antes",0
"14833",0,1,"Emilio Zeballos",69,"Progreso","Plaza Colonia v. Progreso 0:1","Uruguai","Antes",1
"14933",1,0,"Juan Manuel Olivera",8,"River Plate","River Plate v. Nacional 3:1","Uruguai","Antes",0
"15333",0,1,"Martín Rabuñal",11,"Defensor Sporting","Boston River v. Defensor Sporting 1:4","Uruguai","Antes",1
"16033",1,0,"Nicolás Royón",32,"Racing","Racing v. Rampla Juniors 3:1","Uruguai","Antes",0
"16433",1,0,"Jonathan Barboza",42,"Montevideo Wanderers","Montevideo Wanderers v. Juventud de Las Piedras 3:0","Uruguai","Antes",0
"16733",0,1,"Alan Medina",45,"Liverpool","Cerro Largo v. Liverpool 1:1","Uruguai","Antes",1
"17233",NA,NA,NA,90,NA,"Juventud de Las Piedras v. Racing 0:0","Uruguai","Antes",0
"17333",0,1,"Bruno Foliados",14,"Boston River","Rampla Juniors v. Boston River 0:1","Uruguai","Antes",1
"17433",1,0,"Xisco",54,"Peñarol","Peñarol v. Plaza Colonia 2:1","Uruguai","Antes",0
"17733",1,0,"Maximiliano Pérez",23,"Fénix","Fénix v. River Plate 1:0","Uruguai","Antes",0
"17833",1,0,"Hernán Figueredo",6,"Liverpool","Liverpool v. Montevideo Wanderers 2:2","Uruguai","Antes",0
"18233",1,0,"Emanuel Gularte",15,"Progreso","Progreso v. CA Cerro 1:1","Uruguai","Antes",0
"18432",0,1,"Matías Tellechea",87,"Cerro Largo","Nacional v. Cerro Largo 0:1","Uruguai","Antes",1
"18532",0,1,"Joaquín Zeballos",25,"Juventud de Las Piedras","Boston River v. Juventud de Las Piedras 2:1","Uruguai","Antes",1
"18832",0,1,"Xisco",23,"Peñarol","CA Cerro v. Peñarol 1:3","Uruguai","Antes",1
"19232",0,1,"Mathías Saavedra",45,"Rampla Juniors","Danubio v. Rampla Juniors 1:1","Uruguai","Antes",1
"19432",1,0,"Facundo Waller",11,"Plaza Colonia","Plaza Colonia v. Defensor Sporting 4:1","Uruguai","Antes",0
"19932",1,0,"Joaquín Piquerez",33,"River Plate","River Plate v. Progreso 1:2","Uruguai","Antes",0
"20232",0,1,"Jonathan Barboza",73,"Montevideo Wanderers","Cerro Largo v. Montevideo Wanderers 0:2","Uruguai","Antes",1
"20432",0,1,"Ignacio Ramírez",53,"Liverpool","Racing v. Liverpool 0:2","Uruguai","Antes",1
"20632",1,0,"Gonzalo Bergessio",45,"Nacional","Nacional v. Fénix 2:0","Uruguai","Antes",0
"20832",NA,NA,NA,90,NA,"Juventud de Las Piedras v. Danubio 0:0","Uruguai","Antes",0
"20932",0,1,"Elías Umeres",85,"Plaza Colonia","Rampla Juniors v. Plaza Colonia 0:1","Uruguai","Antes",1
"21046",1,0,"Cristian Rodríguez",86,"Peñarol","Peñarol v. River Plate 1:0","Uruguai","Antes",0
"21146",1,0,"Maximiliano Pérez",15,"Fénix","Fénix v. Cerro Largo 1:1","Uruguai","Antes",0
"21332",NA,NA,NA,90,NA,"Liverpool v. Boston River 0:0","Uruguai","Antes",0
"21432",0,1,"Mathías Laborda",69,"Nacional","Progreso v. Nacional 0:1","Uruguai","Antes",1
"21732",0,1,"Nicolás Sosa",5,"Racing","Montevideo Wanderers v. Racing 0:2","Uruguai","Antes",1
"21932",1,0,"Maximiliano Pérez",53,"Fénix","Fénix v. Progreso 1:2","Uruguai","Antes",0
"22632",0,1,"Juan Albín",55,"Rampla Juniors","CA Cerro v. Rampla Juniors 0:1","Uruguai","Antes",1
"22732",1,0,"Jonathan dos Santos",2,"Cerro Largo","Cerro Largo v. Racing 2:1","Uruguai","Antes",0
"23032",1,0,"Matías Jones",31,"Danubio","Danubio v. Liverpool 1:2","Uruguai","Antes",0
"23331",1,0,"Franco Acosta",83,"Plaza Colonia","Plaza Colonia v. Juventud de Las Piedras 1:0","Uruguai","Antes",0
"23431",1,0,"Matías Alonso",34,"River Plate","River Plate v. Defensor Sporting 1:0","Uruguai","Antes",0
"23531",NA,NA,NA,90,NA,"Nacional v. Peñarol 0:0","Uruguai","Antes",0
"23631",0,1,"Hugo Dorrego",24,"Cerro Largo","Progreso v. Cerro Largo 0:1","Uruguai","Antes",1
"23731",1,0,"Matías Castro",23,"Montevideo Wanderers","Montevideo Wanderers v. Danubio 2:1","Uruguai","Antes",0
"24031",0,1,"Felipe Carballo",10,"Nacional","Defensor Sporting v. Nacional 2:1","Uruguai","Antes",1
"24330",1,0,"Gonzalo Reyes",11,"Juventud de Las Piedras","Juventud de Las Piedras v. CA Cerro 4:2","Uruguai","Antes",0
"24930",0,1,"Federico Pérez",66,"Plaza Colonia","Liverpool v. Plaza Colonia 0:1","Uruguai","Antes",1
"25030",0,1,"Diego Coelho",62,"Boston River","Racing v. Boston River 0:1","Uruguai","Antes",1
"25144",1,0,"Luis Gáspari",11,"Rampla Juniors","Rampla Juniors v. River Plate 2:2","Uruguai","Antes",0
"25530",0,1,"Roberto Fernández",22,"Fénix","Peñarol v. Fénix 2:1","Uruguai","Antes",1
"25830",0,1,"Mathías Acuña",89,"Liverpool","CA Cerro v. Liverpool 0:2","Uruguai","Antes",1
"26030",1,0,"Matías Tellechea",84,"Cerro Largo","Cerro Largo v. Boston River 1:0","Uruguai","Antes",0
"26144",1,0,"Diego Martiñones",45,"Danubio","Danubio v. Racing 3:2","Uruguai","Antes",0
"26630",NA,NA,NA,90,NA,"Plaza Colonia v. Montevideo Wanderers 0:0","Uruguai","Antes",0
"26730",NA,NA,NA,90,NA,"Progreso v. Peñarol 0:0","Uruguai","Antes",0
"26830",1,0,"Juan Manuel Olivera",31,"River Plate","River Plate v. Juventud de Las Piedras 1:0","Uruguai","Antes",0
"26930",0,1,"Luciano Boggio",5,"Defensor Sporting","Fénix v. Defensor Sporting 3:2","Uruguai","Antes",1
"27430",1,0,"Matías Viña",1,"Nacional","Nacional v. Rampla Juniors 4:3","Uruguai","Antes",0
"28144",1,0,"Facundo Rodríguez",31,"Boston River","Boston River v. Danubio 3:1","Uruguai","Antes",0
"28530",0,1,"Juan Manuel Olivera",75,"River Plate","Liverpool v. River Plate 0:1","Uruguai","Antes",1
